Name,GEDR3_parallax_dist_kpc,GEDR3_parallax_dist_err_upper,GEDR3_parallax_dist_err_lower,GEDR3_kin_dist_kpc,GEDR3_kin_dist_err,HST_kin_dist_kpc,HST_kin_dist_err,Subdwarf_dist_kpc,Subdwarf_dist_err_upper,Subdwarf_dist_err_lower,Star_count_dist_kpc,Star_count_dist_err,Lit_dist_kpc,Lit_dist_err_upper,Lit_dist_err_lower,Mean_distance_kpc,Mean_distance_err_upper,Mean_distance_err_lower,N_Tot
2MASS-GC01,,,,,,,,,,,,,3.373,0.682,0.567,3.373,0.682,0.567,1
2MASS-GC02,,,,,,,,,,,,,5.503,0.456,0.421,5.503,0.456,0.421,2
NGC 6517,,,,10.202,1.704,,,,,,,8.913,0.717,0.664,9.227,0.578,0.538,4
NGC 6522,,,,8.120,0.929,,,,,,,7.158,0.221,0.214,7.295,0.211,0.205,8
NGC 6528,,,,,,,,,,,,,7.791,0.244,0.237,7.829,0.239,0.232,8
NGC 6535,6.570,0.669,0.556,,,,,6.486,0.274,0.263,,,6.353,0.127,0.125,6.363,0.124,0.122,8
NGC 6539,8.292,0.866,0.716,8.686,0.746,,,,,8.694,1.140,7.565,0.609,0.563,8.165,0.395,0.379,5
NGC 6540,,,,,,,,,,,,,5.897,0.301,0.286,5.909,0.279,0.265,4
NGC 6541,7.429,0.648,0.552,7.056,0.324,,7.311,0.274,0.264,8.493,0.416,7.617,0.113,0.111,7.609,0.102,0.101,11
NGC 6544,2.585,0.074,0.070,2.516,0.239,,,,,,,2.589,0.113,0.109,2.582,0.059,0.057,6
NGC 6553,5.488,0.370,0.326,6.211,0.457,,,,,,,5.219,0.141,0.138,5.332,0.128,0.125,12
NGC 6558,,,,,,,7.943,0.298,0.287,,,7.495,0.306,0.294,7.474,0.294,0.282,6
NGC 6569,,,,,,,,,,,10.961,1.031,10.529,0.275,0.268,10.534,0.261,0.255,9
NGC 6584,,,,,,,12.647,0.475,0.457,,,13.602,0.177,0.174,13.611,0.176,0.174,13
NGC 6624,,,,8.027,0.530,7.972,0.308,7.621,0.286,0.276,,,8.017,0.119,0.117,8.019,0.108,0.107,15
NGC 6626,5.297,0.325,0.289,5.734,0.306,,,,,5.571,0.403,5.311,0.114,0.111,5.368,0.099,0.098,10
NGC 6637,,,,9.960,1.149,,9.204,0.345,0.333,9.139,1.054,8.880,0.107,0.106,8.900,0.106,0.104,17
NGC 6638,,,,,,,,,,,,,9.786,0.363,0.350,9.775,0.347,0.334,5
NGC 6642,,,,,,,8.054,0.302,0.291,,,8.009,0.209,0.204,8.049,0.204,0.198,7
NGC 6652,,,,,,,9.506,0.357,0.344,,,9.467,0.141,0.138,9.464,0.139,0.137,13
NGC 6656,3.368,0.119,0.111,3.181,0.123,3.161,0.088,3.373,0.127,0.122,3.556,0.149,3.327,0.049,0.049,3.303,0.037,0.037,14
NGC 6681,,,,9.722,0.578,9.260,0.228,9.120,0.342,0.330,9.634,0.414,9.354,0.130,0.128,9.362,0.107,0.106,15
NGC 6712,7.402,0.676,0.571,7.463,0.546,,,,,,,7.355,0.294,0.282,7.382,0.240,0.233,9
NGC 6715,,,,,25.019,0.829,,,,25.386,1.185,26.644,0.383,0.378,26.283,0.328,0.325,17
NGC 6717,,,,,,,,,,,,,7.464,0.135,0.133,7.524,0.133,0.131,10
NGC 6723,8.237,0.829,0.690,8.708,0.586,,8.472,0.318,0.306,8.691,0.601,8.241,0.103,0.102,8.267,0.100,0.099,18
NGC 6749,7.849,0.779,0.650,,,,,,,,,7.561,0.230,0.223,7.591,0.218,0.212,5
NGC 6752,4.092,0.171,0.158,4.036,0.114,4.005,0.147,3.981,0.149,0.144,3.917,0.167,4.176,0.050,0.050,4.125,0.041,0.041,18
NGC 6760,8.244,0.839,0.697,9.322,0.900,,,,,,,8.110,0.600,0.559,8.411,0.441,0.418,4
NGC 6779,,,,,,,10.139,0.381,0.367,,,10.404,0.145,0.143,10.430,0.144,0.142,12
NGC 6809,5.020,0.285,0.256,5.201,0.246,,5.200,0.195,0.188,5.223,0.303,5.370,0.055,0.054,5.348,0.052,0.051,27
NGC 6838,4.160,0.190,0.174,4.154,0.237,,4.036,0.151,0.146,,,3.977,0.053,0.053,4.001,0.050,0.050,15
NGC 6864,,,,,,,,,,,,,20.549,0.459,0.449,20.517,0.457,0.448,5
NGC 6934,,,,16.718,1.382,,14.791,0.555,0.535,,,15.704,0.175,0.173,15.716,0.173,0.171,19
NGC 6981,,,,,,,16.069,0.603,0.581,,,16.672,0.185,0.183,16.661,0.185,0.183,15
NGC 7006,,,,,,,39.264,1.474,1.420,,,39.319,0.565,0.557,39.318,0.565,0.557,9
NGC 7078,,,,,10.375,0.295,10.617,0.398,0.384,10.769,0.452,10.740,0.104,0.103,10.709,0.096,0.095,28
NGC 7089,,,,11.940,0.703,,11.169,0.419,0.404,12.267,0.543,11.647,0.119,0.117,11.693,0.115,0.114,21
NGC 7099,7.981,0.753,0.633,8.682,0.496,,8.630,0.324,0.312,7.959,0.435,8.480,0.094,0.093,8.458,0.090,0.089,19
NGC 7492,,,,,,,,,,,,,24.434,0.581,0.567,24.390,0.579,0.566,4
Pal 1,,,,,,,10.520,0.547,0.520,,,11.189,0.329,0.320,11.176,0.328,0.319,4
Pal 2,,,,,,,,,,,,,26.158,1.321,1.258,26.174,1.317,1.253,2
Pal 3,,,,,,,,,,,,,94.842,3.288,3.178,94.842,3.288,3.178,2
Pal 4,,,,,,,,,,,,,101.391,2.601,2.536,101.391,2.601,2.536,2
Pal 5,,,,,,,,,,,,,21.928,0.521,0.509,21.941,0.520,0.508,6
Pal 6,,,,,,,,,,,,,6.887,0.472,0.442,7.047,0.463,0.433,6
Pal 8,,,,,,,,,,,,,11.695,0.722,0.680,11.316,0.652,0.611,4
Pal 10,,,,,,,,,,,,,8.402,1.621,1.359,8.944,1.292,1.072,3
Pal 11,,,,,,,,,,,,,14.125,0.523,0.505,14.024,0.517,0.498,3
Pal 12,,,,,,,18.281,0.686,0.661,,,18.484,0.300,0.296,18.494,0.300,0.295,8
Pal 13,,,,,,,,,,,,,23.475,0.403,0.397,23.475,0.403,0.397,6
Pal 14,,,,,,,,,,,,,73.587,1.645,1.609,73.579,1.645,1.609,4
Pal 15,,,,,,,42.855,2.227,2.117,,,44.096,1.152,1.123,44.096,1.152,1.123,4
Pyxis,,,,,,,37.670,1.414,1.363,,,36.526,0.662,0.650,36.526,0.662,0.650,6
RLGC 1,,,,,,,,,,,,,28.840,4.288,3.733,28.840,4.288,3.733,1
RLGC 2,,,,,,,,,,,,,15.849,2.356,2.051,15.849,2.356,2.051,1
Rup 106,,,,,,,19.588,0.735,0.709,,,20.730,0.366,0.360,20.711,0.365,0.359,6
Sgr II,,,,,,,66.988,2.514,2.423,,,66.527,1.581,1.544,66.527,1.581,1.544,5
Ter 1,,,,,,,,,,,,,5.673,0.175,0.170,5.673,0.175,0.170,6
Ter 2,,,,,,,,,,,,,7.681,0.336,0.322,7.753,0.332,0.318,4
Ter 3,,,,,,,,,,,,,7.568,0.338,0.324,7.644,0.318,0.304,3
Ter 4,,,,,,,,,,,,,7.558,0.316,0.304,7.591,0.315,0.302,5
Ter 5,,,,6.780,0.220,,,,,6.346,0.503,6.462,0.224,0.217,6.617,0.150,0.148,10
Ter 6,,,,,,,,,,,,,7.271,0.360,0.343,7.271,0.360,0.343,4
Ter 7,,,,,,,,,,,,,24.277,0.497,0.487,24.278,0.496,0.487,5
Ter 8,,,,,,,27.669,1.038,1.001,,,27.542,0.422,0.415,27.535,0.421,0.415,8
Ter 9,,,,5.030,1.037,,,,,,,5.605,0.434,0.403,5.770,0.356,0.333,5
Ter 10,,,,,,,,,,,,,10.247,0.414,0.398,10.212,0.412,0.396,3
Ter 12,,,,5.002,1.851,,,,,,,5.107,0.444,0.408,5.166,0.400,0.369,4
Ton 2,,,,,,,,,,,,,6.934,0.360,0.343,6.987,0.344,0.326,3
UKS 1,,,,,,,,,,,,,15.581,0.570,0.550,15.581,0.570,0.550,2
VVV-CL001,,,,,,,,,,,,,8.204,1.664,1.383,8.082,1.622,1.343,1
Whiting 1,,,,,,,,,,,,,30.591,1.192,1.147,30.591,1.192,1.147,2
